CategoryCode,ItemCode,Week,WeeklySales
2,1090240,7,127
2,687616,7,71
2,865933,7,64
2,174436,7,255
1,1032568,7,31
2,40759,7,228
3,1047130,7,231
1,1032550,7,46
1,1081321,7,54
2,836152,7,106
4,1003147,7,216
2,65788,7,48
1,43657,7,32
1,3418,7,239
1,839374,7,93
1,124774,7,87
2,399220,7,100
2,1006090,7,52
2,1070818,7,47
1,1068883,7,22
2,1101553,7,25
3,1081078,7,63
2,64978,7,32
2,117610,7,54
2,20824,7,516
1,1030948,7,17
3,132334,7,129
2,23569,7,100
1,24136,7,71
1,755584,7,190
3,397213,7,39
1,43738,7,74
1,38518,7,68
2,877624,7,113
2,858886,7,39
2,9925,7,49
2,913561,7,38
2,1090249,7,116
2,906586,7,41
2,267496,7,40
2,262384,7,59
1,1032532,7,323
2,1006009,7,21
1,1061638,7,189
2,50785,7,69
3,1013335,7,21
1,1015621,7,13
2,815101,7,117
3,1081069,7,55
1,1090114,7,16
2,1071124,7,52
1,1084498,7,130
3,1064572,7,41
2,75886,7,35
2,111382,7,58
2,1098502,7,31
2,213802,7,34
2,1098493,7,28
2,1105018,7,25
4,1003192,7,86
2,1101769,7,41
2,1076938,7,28
4,1003183,7,59
2,1006108,7,67
2,86974,7,52
3,37861,7,459
2,216151,7,68
2,1092184,7,79
2,225259,7,46
4,753613,7,85
1,1081339,7,65
3,893824,7,192
2,1090258,7,106
1,35449,7,47
2,1076929,7,11
1,1075651,7,42
2,130993,7,82
1,839356,7,105
2,211309,7,61
1,1090105,7,19
1,1067128,7,22
2,999403,7,29
1,1090303,7,11
1,1090294,7,34
2,111436,7,34
3,1097143,7,90
2,210868,7,26
2,1006099,7,20
1,1085749,7,33
1,1077118,7,0
1,1061341,8,146
1,1044610,8,54
1,59047,8,32
4,1060909,8,193
2,1010068,8,127
1,1021264,8,52
1,76399,8,87
2,118033,8,42
1,145978,8,170
1,1050046,8,160
2,43630,8,118
2,87046,8,37
4,1024810,8,299
2,173617,8,126
2,1103056,8,62
1,1032541,8,329
4,1003156,8,231
3,1081087,8,152
2,41830,8,85
1,42496,8,189
1,3427,8,188
1,370195,8,229
1,37510,8,25
2,1064473,8,142
1,1032559,8,61
2,132028,8,682
1,35530,8,45
1,1058713,8,174
2,1067074,8,115
2,30877,8,298
4,245581,8,333
2,1067092,8,423
1,48940,8,57
1,1032586,8,81
1,1044682,8,237
1,145330,8,58
3,88450,8,314
1,379249,8,190
3,1060630,8,151
1,1047967,8,463
2,32245,8,131
1,1044691,8,89
1,1049776,8,130
2,248272,8,69
4,23200,8,608
2,99079,8,87
1,1044619,8,134
1,86992,8,209
3,7666,8,467
4,872260,8,46
1,142756,8,124
2,865933,8,75
2,174436,8,253
2,1071115,8,37
3,1047130,8,246
1,1032550,8,28
1,1081321,8,52
2,836152,8,106
2,59749,8,241
2,65788,8,49
2,837943,8,390
1,1054978,8,215
1,43657,8,29
1,3418,8,278
1,124774,8,95
2,124954,8,77
1,1068883,8,23
3,1066570,8,250
2,39436,8,50
3,132334,8,142
1,42424,8,152
1,755584,8,166
1,43738,8,82
1,36898,8,287
2,1071106,8,106
4,123307,8,1663
1,1048975,8,55
3,169504,8,2706
2,687616,8,80
4,1003147,8,215
1,35584,8,23
2,903976,8,100
2,1090249,8,72
2,262384,8,69
1,1032532,8,392
2,1006009,8,20
2,20824,8,498
1,1061638,8,214
2,50785,8,68
1,24136,8,83
1,119554,8,722
1,1015621,8,12
1,416212,8,34
2,815101,8,150
1,1090114,8,20
2,1006090,8,79
2,745945,8,52
2,858886,8,40
2,906586,8,41
2,172033,8,124
1,1084498,8,145
4,1074823,8,636
2,1090240,8,226
2,1044502,8,57
2,40759,8,289
3,1090024,8,67
2,75886,8,44
1,371239,8,52
2,111382,8,53
2,1098502,8,25
2,399220,8,127
4,836584,8,730
2,138742,8,102
3,1101661,8,129
4,1003183,8,52
2,1105018,8,25
2,9925,8,46
3,131983,8,136
2,86974,8,74
2,913561,8,46
1,1056463,8,161
2,216151,8,67
2,225259,8,52
3,16936,8,241
2,1070836,8,76
2,877624,8,108
3,37861,8,452
2,1090258,8,103
2,838456,8,70
2,110320,8,190
1,17287,8,73
2,836125,8,134
4,731104,8,63
2,1090276,8,29
1,35449,8,51
1,1075651,8,47
1,371104,8,56
2,213802,8,34
1,17296,8,2227
1,38518,8,77
1,839374,8,127
3,1081060,8,243
1,1090105,8,24
1,1067119,8,72
1,1032568,8,24
2,267496,8,42
1,1067128,8,25
3,1081078,8,55
3,893824,8,176
3,1063600,8,39
2,117610,8,76
1,839356,8,131
2,130993,8,34
2,87559,8,71
4,753613,8,94
2,1076920,8,38
1,1090303,8,19
1,1090294,8,41
2,111436,8,44
2,1105009,8,31
2,999403,8,29
2,1092184,8,78
1,1030948,8,25
3,1097143,8,99
3,1081069,8,52
4,1082743,8,47
2,1105027,8,52
2,210868,8,32
2,1006099,8,18
1,1085749,8,48
2,1076938,8,63
2,1026871,8,39
2,64978,8,29
3,1064572,8,34
2,23569,8,86
2,906595,8,37
2,1101562,8,36
2,172582,8,106
2,1101553,8,40
2,1071124,8,39
2,211309,8,51
3,1013335,8,20
2,267478,8,27
4,1003192,8,70
2,1101769,8,26
2,57058,8,24
2,1070818,8,47
2,1006108,8,62
1,1081339,8,73
1,1077118,8,24
2,1098493,8,27
2,1076929,8,12
2,1101571,8,13
3,397213,8,35
1,1061341,9,184
1,1044610,9,57
1,59047,9,36
4,1060909,9,230
2,1010068,9,128
1,1021264,9,57
1,76399,9,114
2,118033,9,46
1,145978,9,178
1,1050046,9,145
2,43630,9,112
2,87046,9,41
4,1024810,9,386
2,173617,9,140
2,1103056,9,57
1,1032541,9,378
4,1003156,9,315
3,1081087,9,118
2,41830,9,68
1,42496,9,207
1,3427,9,238
1,370195,9,271
1,37510,9,24
2,1064473,9,146
1,1032559,9,93
2,132028,9,610
1,35530,9,42
1,1058713,9,192
2,1067074,9,117
2,30877,9,312
4,245581,9,363
2,1067092,9,390
1,48940,9,52
1,1032586,9,87
1,1044682,9,215
1,145330,9,72
3,88450,9,310
1,379249,9,268
3,1060630,9,142
1,1047967,9,445
2,32245,9,147
1,1044691,9,90
1,1049776,9,167
2,248272,9,68
4,23200,9,620
2,99079,9,99
1,1044619,9,182
1,86992,9,215
3,7666,9,551
4,872260,9,48
1,142756,9,136
2,865933,9,100
2,174436,9,227
2,1071115,9,30
3,1047130,9,234
1,1032550,9,34
1,1081321,9,69
2,836152,9,109
2,59749,9,305
2,65788,9,50
2,837943,9,376
1,1054978,9,195
1,43657,9,33
1,3418,9,308
1,124774,9,103
2,124954,9,68
1,1068883,9,23
3,1066570,9,183
2,39436,9,62
3,132334,9,152
1,42424,9,196
1,755584,9,134
1,43738,9,91
1,36898,9,295
2,1071106,9,105
4,123307,9,2012
1,1048975,9,56
3,169504,9,2710
2,687616,9,95
4,1003147,9,199
1,35584,9,43
2,903976,9,91
2,1090249,9,80
2,262384,9,79
1,1032532,9,469
2,1006009,9,22
2,20824,9,488
1,1061638,9,259
2,50785,9,44
1,24136,9,98
1,119554,9,744
1,1015621,9,15
1,416212,9,29
2,815101,9,155
1,1090114,9,18
2,1006090,9,86
2,745945,9,39
2,858886,9,42
2,906586,9,38
2,172033,9,67
1,1084498,9,133
4,1074823,9,297
2,1090240,9,229
2,1044502,9,60
2,40759,9,425
3,1090024,9,54
2,75886,9,48
1,371239,9,69
2,111382,9,51
2,1098502,9,28
2,399220,9,209
4,836584,9,591
2,138742,9,120
3,1101661,9,142
4,1003183,9,33
2,1105018,9,34
2,9925,9,50
3,131983,9,147
2,86974,9,71
2,913561,9,42
1,1056463,9,177
2,216151,9,66
2,225259,9,60
3,16936,9,105
2,1070836,9,72
2,877624,9,121
3,37861,9,462
2,1090258,9,107
2,838456,9,87
2,110320,9,214
1,17287,9,80
2,836125,9,136
4,731104,9,71
2,1090276,9,31
1,35449,9,55
1,1075651,9,61
1,371104,9,64
2,213802,9,43
1,17296,9,2080
1,38518,9,84
1,839374,9,138
3,1081060,9,228
1,1090105,9,25
1,1067119,9,74
1,1032568,9,28
2,267496,9,45
1,1067128,9,30
3,1081078,9,58
3,893824,9,141
3,1063600,9,44
2,117610,9,53
1,839356,9,124
2,130993,9,35
2,87559,9,117
4,753613,9,82
2,1076920,9,53
1,1090303,9,35
1,1090294,9,38
2,111436,9,47
2,1105009,9,27
2,999403,9,47
2,1092184,9,96
1,1030948,9,25
3,1097143,9,109
3,1081069,9,54
4,1082743,9,52
2,1105027,9,46
2,210868,9,35
2,1006099,9,19
1,1085749,9,52
2,1076938,9,72
2,1026871,9,39
2,64978,9,28
3,1064572,9,38
2,23569,9,82
2,906595,9,46
2,1101562,9,66
2,172582,9,111
2,1101553,9,43
2,1071124,9,41
2,211309,9,54
3,1013335,9,24
2,1070818,9,38
1,1081339,9,90
2,1101769,9,7
1,1077118,9,44
4,1003192,9,84
2,57058,9,22
2,1101571,9,11
2,1098493,9,29
2,1076929,9,39
3,397213,9,45
2,1006108,9,61
2,267478,9,20
1,1061341,10,177
1,1044610,10,74
1,59047,10,35
4,1060909,10,219
2,1010068,10,128
1,1021264,10,82
1,76399,10,119
2,118033,10,72
1,145978,10,184
1,1050046,10,160
2,43630,10,101
2,87046,10,65
4,1024810,10,406
2,173617,10,167
2,1103056,10,53
1,1032541,10,447
4,1003156,10,413
3,1081087,10,85
2,41830,10,69
1,42496,10,221
1,3427,10,218
1,370195,10,318
1,37510,10,26
2,1064473,10,123
1,1032559,10,106
2,132028,10,486
1,35530,10,42
1,1058713,10,196
2,1067074,10,120
2,30877,10,282
4,245581,10,379
2,1067092,10,356
1,48940,10,58
1,1032586,10,80
1,1044682,10,215
1,145330,10,84
3,88450,10,345
1,379249,10,343
3,1060630,10,121
1,1047967,10,421
2,32245,10,147
1,1044691,10,69
1,1049776,10,149
2,248272,10,76
4,23200,10,561
2,99079,10,81
1,1044619,10,180
1,86992,10,235
3,7666,10,571
4,872260,10,61
1,142756,10,152
2,865933,10,83
2,174436,10,177
2,1071115,10,14
3,1047130,10,237
1,1032550,10,38
1,1081321,10,74
2,836152,10,109
2,59749,10,345
2,65788,10,46
2,837943,10,362
1,1054978,10,160
1,43657,10,40
1,3418,10,302
1,124774,10,106
2,124954,10,63
1,1068883,10,26
3,1066570,10,236
2,39436,10,64
3,132334,10,132
1,42424,10,192
1,755584,10,105
1,43738,10,82
1,36898,10,287
2,1071106,10,97
4,123307,10,2343
1,1048975,10,53
3,169504,10,2688
2,687616,10,92
4,1003147,10,209
1,35584,10,43
2,903976,10,70
2,1090249,10,77
2,262384,10,69
1,1032532,10,475
2,1006009,10,19
2,20824,10,459
1,1061638,10,257
2,50785,10,34
1,24136,10,101
1,119554,10,713
1,1015621,10,17
1,416212,10,27
2,815101,10,146
1,1090114,10,14
2,1006090,10,110
2,745945,10,52
2,858886,10,39
2,906586,10,41
2,172033,10,58
1,1084498,10,106
4,1074823,10,72
2,1090240,10,228
2,1044502,10,57
2,40759,10,438
3,1090024,10,43
2,75886,10,40
1,371239,10,89
2,111382,10,50
2,1098502,10,21
2,399220,10,269
4,836584,10,488
2,138742,10,103
3,1101661,10,142
4,1003183,10,36
2,1105018,10,36
2,9925,10,58
3,131983,10,154
2,86974,10,102
2,913561,10,39
1,1056463,10,162
2,216151,10,62
2,225259,10,57
3,16936,10,118
2,1070836,10,53
2,877624,10,161
3,37861,10,468
2,1090258,10,106
2,838456,10,80
2,110320,10,214
1,17287,10,66
2,836125,10,133
4,731104,10,87
2,1090276,10,33
1,35449,10,51
1,1075651,10,67
1,371104,10,63
2,213802,10,37
1,17296,10,2091
1,38518,10,76
1,839374,10,146
3,1081060,10,152
1,1090105,10,22
1,1067119,10,87
1,1032568,10,30
2,267496,10,42
1,1067128,10,39
3,1081078,10,53
3,893824,10,108
3,1063600,10,38
2,117610,10,45
1,839356,10,133
2,130993,10,55
2,87559,10,147
4,753613,10,87
2,1076920,10,50
1,1090303,10,34
1,1090294,10,31
2,111436,10,53
2,1105009,10,25
2,999403,10,67
2,1092184,10,99
1,1030948,10,25
3,1097143,10,154
3,1081069,10,54
4,1082743,10,62
2,1105027,10,41
2,210868,10,35
2,1006099,10,18
1,1085749,10,52
2,1076938,10,71
2,1026871,10,32
2,64978,10,15
3,1064572,10,42
2,23569,10,81
2,906595,10,51
2,1101562,10,72
2,172582,10,105
2,1101553,10,43
2,1071124,10,28
2,211309,10,46
3,1013335,10,27
2,1076929,10,106
2,1101571,10,156
2,1070818,10,32
1,1077118,10,63
1,1081339,10,99
2,1101769,10,0
4,1003192,10,81
3,397213,10,51
2,1098493,10,38
2,57058,10,27
2,267478,10,16
2,1006108,10,26
2,903976,11,68
1,371239,11,123
3,1081087,11,87
3,169504,11,2541
1,1048975,11,50
2,213802,11,31
2,877624,11,148
4,1060909,11,241
1,43657,11,39
1,1032559,11,98
1,38518,11,84
3,1047130,11,230
2,1006108,11,84
1,1047967,11,397
2,59749,11,328
1,42424,11,191
1,839374,11,229
1,1032532,11,539
3,131983,11,167
3,1060630,11,132
1,36898,11,311
2,836125,11,121
1,1044682,11,208
2,75886,11,48
2,111382,11,39
4,123307,11,2424
3,37861,11,537
3,1063600,11,50
2,20824,11,431
3,1097143,11,252
2,132028,11,445
2,110320,11,189
1,1050046,11,195
2,1064473,11,126
2,1090249,11,94
2,1105018,11,36
2,211309,11,45
4,1003147,11,277
2,1101562,11,78
1,17296,11,2254
2,399220,11,270
1,1068883,11,20
2,86974,11,107
4,1003156,11,462
1,35530,11,36
2,1067092,11,355
1,119554,11,815
1,1084498,11,103
1,17287,11,62
3,1090024,11,54
2,172033,11,57
4,1003183,11,51
3,1081060,11,159
1,755584,11,115
2,124954,11,63
2,248272,11,81
2,815101,11,145
1,145330,11,75
1,3418,11,298
3,16936,11,158
3,88450,11,316
1,1067119,11,96
1,1081321,11,91
1,1030948,11,28
2,30877,11,208
1,1032541,11,473
3,893824,11,114
1,86992,11,243
1,1077118,11,78
4,1003192,11,102
1,142756,11,155
2,32245,11,183
4,836584,11,509
1,145978,11,182
1,370195,11,291
2,41830,11,80
2,87046,11,57
1,1054978,11,156
1,1085749,11,56
1,1056463,11,238
3,1066570,11,239
1,1058713,11,199
1,48940,11,65
1,379249,11,378
2,1070836,11,40
3,1064572,11,48
1,1032586,11,71
1,1015621,11,16
2,99079,11,95
4,731104,11,96
2,1076920,11,44
2,1006090,11,108
2,1090258,11,17
2,173617,11,197
2,1071106,11,101
2,906595,11,49
2,174436,11,170
3,1081069,11,63
3,1013335,11,36
4,753613,11,110
3,1101661,11,128
2,1010068,11,35
1,371104,11,44
1,124774,11,108
2,745945,11,59
2,1090240,11,269
2,836152,11,67
2,40759,11,405
2,118033,11,86
2,1101553,11,55
4,1074823,11,82
1,24136,11,99
1,76399,11,134
1,35584,11,40
2,210868,11,26
2,138742,11,100
2,837943,11,346
2,1067074,11,122
4,872260,11,69
3,1081078,11,55
2,50785,11,27
1,839356,11,146
1,3427,11,236
2,216151,11,65
2,999403,11,82
1,1061638,11,242
1,1075651,11,64
2,1090276,11,29
2,1006009,11,20
2,1092184,11,85
1,35449,11,49
1,1090105,11,26
2,1026871,11,24
2,172582,11,81
1,42496,11,221
2,1101769,11,4
1,1067128,11,48
2,9925,11,60
2,65788,11,45
3,7666,11,523
2,687616,11,85
4,245581,11,363
2,87559,11,160
3,397213,11,69
2,267496,11,39
1,1061341,11,212
2,262384,11,68
1,1044610,11,74
3,132334,11,130
2,267478,11,20
2,1098493,11,43
4,1082743,11,62
2,913561,11,28
1,43738,11,78
2,1070818,11,38
2,1105027,11,44
2,838456,11,86
2,117610,11,54
1,1090303,11,33
2,1103056,11,46
1,1090114,11,16
1,416212,11,23
1,1044619,11,199
1,1049776,11,127
1,1032568,11,27
1,37510,11,23
2,906586,11,43
2,57058,11,34
1,1081339,11,101
2,858886,11,38
2,130993,11,59
2,64978,11,13
2,1006099,11,16
1,1032550,11,35
1,1090294,11,29
1,1044691,11,71
1,59047,11,28
4,1024810,11,403
2,1044502,11,57
2,1076929,11,134
2,43630,11,86
2,23569,11,72
2,1071124,11,32
2,865933,11,70
2,1071115,11,19
2,1101571,11,156
2,225259,11,47
2,39436,11,69
2,111436,11,44
2,1076938,11,66
4,23200,11,367
2,1098502,11,19
2,1105009,11,18
1,1021264,11,65
2,903976,12,71
1,371239,12,133
3,1081087,12,54
3,169504,12,2408
1,1048975,12,63
2,213802,12,33
2,877624,12,150
4,1060909,12,361
1,43657,12,42
1,1032559,12,93
1,38518,12,74
3,1047130,12,203
2,1006108,12,186
1,1047967,12,497
2,59749,12,302
1,42424,12,195
1,839374,12,267
1,1032532,12,466
3,131983,12,156
3,1060630,12,120
1,36898,12,331
2,836125,12,125
1,1044682,12,191
2,75886,12,44
2,111382,12,43
4,123307,12,2575
3,37861,12,627
3,1063600,12,53
2,20824,12,447
3,1097143,12,274
2,132028,12,503
2,110320,12,217
1,1050046,12,129
2,1064473,12,133
2,1090249,12,91
2,1105018,12,37
2,211309,12,34
4,1003147,12,431
2,1101562,12,76
1,17296,12,2190
2,399220,12,256
1,1068883,12,20
2,86974,12,125
4,1003156,12,541
1,35530,12,53
2,1067092,12,322
1,119554,12,768
1,1084498,12,101
1,17287,12,74
3,1090024,12,61
2,172033,12,57
4,1003183,12,52
3,1081060,12,152
1,755584,12,173
2,124954,12,66
2,248272,12,95
2,815101,12,104
1,145330,12,70
1,3418,12,270
3,16936,12,222
3,88450,12,327
1,1067119,12,117
1,1081321,12,99
1,1030948,12,18
2,30877,12,231
1,1032541,12,400
3,893824,12,123
1,86992,12,214
1,1077118,12,69
4,1003192,12,126
1,142756,12,173
2,32245,12,187
4,836584,12,560
1,145978,12,176
1,370195,12,268
2,41830,12,76
2,87046,12,54
1,1054978,12,182
1,1085749,12,52
1,1056463,12,230
3,1066570,12,217
1,1058713,12,177
1,48940,12,90
1,379249,12,366
2,1070836,12,43
3,1064572,12,50
1,1032586,12,78
1,1015621,12,21
2,99079,12,91
4,731104,12,86
2,1076920,12,37
2,1006090,12,82
2,1090258,12,57
2,173617,12,136
2,1071106,12,99
2,906595,12,46
2,174436,12,166
3,1081069,12,57
3,1013335,12,48
4,753613,12,148
3,1101661,12,175
2,1010068,12,39
1,371104,12,33
1,124774,12,137
2,745945,12,64
2,1090240,12,239
2,836152,12,76
2,40759,12,351
2,118033,12,89
2,1101553,12,41
4,1074823,12,135
1,24136,12,111
1,76399,12,168
1,35584,12,47
2,210868,12,36
2,138742,12,99
2,837943,12,317
2,1067074,12,111
4,872260,12,104
3,1081078,12,50
2,50785,12,33
1,839356,12,159
1,3427,12,229
2,216151,12,73
2,999403,12,100
1,1061638,12,197
1,1075651,12,59
2,1090276,12,34
2,1006009,12,16
2,1092184,12,92
1,35449,12,48
1,1090105,12,30
2,1026871,12,20
2,172582,12,75
1,42496,12,159
2,1101769,12,11
1,1067128,12,46
2,9925,12,57
2,65788,12,39
3,7666,12,325
2,687616,12,84
4,245581,12,383
2,87559,12,174
3,397213,12,79
2,267496,12,40
1,1061341,12,206
2,262384,12,68
1,1044610,12,73
3,132334,12,121
2,267478,12,27
2,1098493,12,52
4,1082743,12,71
2,913561,12,20
1,43738,12,90
2,1070818,12,33
2,1105027,12,36
2,838456,12,96
2,117610,12,31
1,1090303,12,36
2,1103056,12,60
1,1090114,12,18
1,416212,12,26
1,1044619,12,190
1,1049776,12,91
1,1032568,12,23
1,37510,12,24
2,906586,12,39
2,57058,12,26
1,1081339,12,78
2,858886,12,40
2,130993,12,72
2,64978,12,11
2,1006099,12,22
1,1032550,12,66
1,1090294,12,28
1,1044691,12,79
1,59047,12,39
4,1024810,12,308
2,1044502,12,56
2,1076929,12,128
2,43630,12,99
2,23569,12,71
2,1071124,12,41
2,865933,12,76
2,1071115,12,18
2,1076938,12,65
2,1101571,12,173
2,225259,12,45
2,39436,12,66
2,111436,12,43
2,1098502,12,19
4,23200,12,170
2,1105009,12,22
1,1021264,12,71
2,903976,13,86
1,371239,13,119
3,1081087,13,38
3,169504,13,2290
1,1048975,13,63
2,213802,13,28
2,877624,13,148
4,1060909,13,365
1,43657,13,37
1,1032559,13,91
1,38518,13,76
3,1047130,13,221
2,1006108,13,180
1,1047967,13,481
2,59749,13,251
1,42424,13,165
1,839374,13,273
1,1032532,13,413
3,131983,13,127
3,1060630,13,100
1,36898,13,404
2,836125,13,112
1,1044682,13,180
2,75886,13,30
2,111382,13,47
4,123307,13,2467
3,37861,13,624
3,1063600,13,55
2,20824,13,427
3,1097143,13,285
2,132028,13,521
2,110320,13,205
1,1050046,13,152
2,1064473,13,165
2,1090249,13,59
2,1105018,13,32
2,211309,13,24
4,1003147,13,438
2,1101562,13,44
1,17296,13,2518
2,399220,13,188
1,1068883,13,18
2,86974,13,134
4,1003156,13,556
1,35530,13,50
2,1067092,13,348
1,119554,13,825
1,1084498,13,102
1,17287,13,82
3,1090024,13,71
2,172033,13,45
4,1003183,13,78
3,1081060,13,121
1,755584,13,233
2,124954,13,53
2,248272,13,92
2,815101,13,100
1,145330,13,60
1,3418,13,294
3,16936,13,249
3,88450,13,348
1,1067119,13,125
1,1081321,13,77
1,1030948,13,22
2,30877,13,240
1,1032541,13,396
3,893824,13,147
1,86992,13,244
1,1077118,13,69
4,1003192,13,151
1,142756,13,185
2,32245,13,195
4,836584,13,440
1,145978,13,165
1,370195,13,205
2,41830,13,74
2,87046,13,55
1,1054978,13,197
1,1085749,13,49
1,1056463,13,260
3,1066570,13,197
1,1058713,13,168
1,48940,13,73
1,379249,13,339
2,1070836,13,38
3,1064572,13,42
1,1032586,13,87
1,1015621,13,23
2,99079,13,101
4,731104,13,76
2,1076920,13,22
2,1006090,13,91
2,1090258,13,125
2,173617,13,132
2,1071106,13,94
2,906595,13,40
2,174436,13,170
3,1081069,13,58
3,1013335,13,55
4,753613,13,217
3,1101661,13,167
2,1010068,13,31
1,371104,13,39
1,124774,13,116
2,745945,13,69
2,1090240,13,224
2,836152,13,91
2,40759,13,232
2,118033,13,89
2,1101553,13,35
4,1074823,13,92
1,24136,13,133
1,76399,13,175
1,35584,13,34
2,210868,13,42
2,138742,13,102
2,837943,13,331
2,1067074,13,98
4,872260,13,112
3,1081078,13,53
2,50785,13,44
1,839356,13,273
1,3427,13,185
2,216151,13,72
2,999403,13,109
1,1061638,13,142
1,1075651,13,39
2,1090276,13,26
2,1006009,13,10
2,1092184,13,89
1,35449,13,32
1,1090105,13,27
2,1026871,13,25
2,172582,13,80
1,42496,13,161
2,1101769,13,28
1,1067128,13,46
2,9925,13,52
2,65788,13,39
3,7666,13,220
2,687616,13,62
4,245581,13,402
2,87559,13,136
3,397213,13,91
2,267496,13,38
1,1061341,13,130
2,262384,13,64
1,1044610,13,68
3,132334,13,115
2,267478,13,31
2,1098493,13,52
